1344,DEF,egakengaq,something that is being cooked’; egakengaa the thing he (possessor) is cooking,
1345,POST,assike-,to like,
1346,DEF,assikek’nganka,the things that I like,
1347,POST,piyug-,to want,
1348,DEF,piyukengaqa,the thing that I want,
1349,POST,yugnike-,to consider a good person,
1350,DEF,yugnikekengaa,"his friend, the one he considers a good person",
1351,POST,nere-,to eat,
1352,DEF,nerkengaa,the thing he is eating,
1354,POST,Postbases atur-,to use,
1355,DEF,atuqengait,the things they are using,
1356,POST,kipute-,to buy,
1357,DEF,kipukengaa,the thing he bought,
1359,POST,@~–kenge- to V something # drops base final te; used only with verb bases that can take transitive endings; takes only intransitive endings; this is an additional detransitiving ending sometimes giving a slightly different meaning from -i1-; > -kengaq akngirte-,"to hurt, be hurt",
1360,DEF,akngirkenguq,he is hurting someone,hurt’) 
1361,POST,manar-,to hook fish,
1362,DEF,manaqenguq,he hooked something,fish)’) 
1363,POST,kipute-,to buy,
1364,DEF,kipukenguq,he is buying something,kiputuq) 
1365,POST,pairte-,to encounter,
1366,DEF,pairkenguq,he encountered someone,
1367,DEF,Negaqenguq malrugnek maqaruagnek.,He snared two rabbits — he snared something: two rabbits.,‘to 
1368,DEF,taikina,come!,‘do 
1369,POST,qanrute-,to tell,
1370,DEF,qanruskiu,tell him!,tell 
1371,POST,ce÷irte-,to visit,
1372,DEF,ce÷ireskilaput,let’s visit them,(later) 
1373,POST,ayanrite-,to not go,
1374,DEF,ayanrilkilta,let’s not go,(later) 
1375,POST,atur-,to use,
1376,DEF,atuqiu,use it!,use 
1377,POST,aqume-,to sit down,
1378,DEF,"aqumekiluk, aqumkiluk",let’s both sit,(later) 
1379,DEF,Itqan qanruskiu neresqelluku egmian.,"When he comes in, do tell him to eat right away.",ciisquq 
1380,DEF,ciisqukiirartuq,he’s in up to his knees,
1381,DEF,qukaq,waist,
1382,DEF,qukakiirartuq,he’s in up to his waist,
1383,DEF,qallaciq,belly button,
1384,DEF,qallacikiirtuq,it comes up to his belly button,
1385,DEF,maate- (root),here,
1386,DEF,maatekiirtuq (or maatekaartuq),it comes up to here,where) 
1387,DEF,Piqertuq maaten ellii mermi nangengqalria uyaqukiirluni caumaluni ce÷’am tungiinun.,"When she observed, she saw that she was standing in the water up to her neck, facing the shore.",1990:22) 
1391,DEF,?(i)kika (emphatic) # non-productive; ends the following exclamation: ak’akika,"so far away!’ik’ikika so ’many!, ’so much!’naamikika I ’don’t know!’ineqsikika how cute!’kuaksikika what ’a ’close call!’qayumikika I ’don’t know!’acakikika told ’you so!",-kaqli2-te5neqae 
1392,DEF,neqkitaa,he gave her food,
1393,DEF,ikamraq,sled,
1394,DEF,ikamrarkitaa,he gave her a sled,
1395,DEF,pi,thing,
1396,DEF,pikitaa,he gave her something to have,
1397,DEF,angyaq,boat,
1398,DEF,angyarkitaa,he gave her a boat,
1399,DEF,nutek,gun,
1400,DEF,nutegkitaa,he gave her a gun,
1401,DEF,nacaq,hat,
1402,DEF,nacarkitaa,he gave her a hat,
1403,DEF,qimugta,dog,
1404,DEF,qimugtekitaa,he gave her a dog,
1405,DEF,Neqailcallratni neqkitai neqauciami.,"When they were short of food, he gave them food, because he had a lot of food on hand.",(root) 
1406,DEF,mamkituq,it is thin,
1407,DEF,nequ- (root),width,
1408,DEF,nequkituq,it is narrow,
1409,DEF,qer- (root),non-human height,
1410,DEF,qerkituq,it is low,
1411,DEF,"sug-, cug- (root)",human height,
1412,DEF,"sugkituq, cugkituq",he is short,
1413,DEF,iq- (root),width,
1414,DEF,iqkituq,it is narrow,
1415,DEF,qas- (root),loudness,
1416,DEF,qaskituq,it is not loud,
1417,DEF,aki,value,
1418,DEF,akikituq,"it is of little value, it is cheap",
1419,DEF,umyuaq,mental activity or ability,
1420,DEF,umyuarkituq,he is rather dull,
1421,DEF,pivik,"space, room",
1422,DEF,pivigkituq,it has small capacity,
1423,DEF,qecik,skin,
1424,DEF,qecigkituq,it (skin) is thin,
1425,DEF,Niicugnissuutet qaskilata niitesciigatanka.,"Because the radio is low in volume, I cannot hear it.",
1429,DEF,+kiur- to prepare something to be N # < -kiq-liurneqae,food,
1430,DEF,neqkiurtuq,he is preparing food’; neqkiuraa he is preparing food for him,
1431,DEF,qavarvik,place to sleep,
1432,DEF,qavarvigkiurtuq,he is preparing a place to sleep,
1433,DEF,{-kliarte- see -qliarte-} {-klikacaar(aq*) see -qlikacaar(aq*)} {-kliq* see -qliq*} –kliute- to have obtained or claimed as one’s N # takes transitive endings only; < -ke2-?-te5-; < PY pb. li(C )ut0pi,thing,
1434,DEF,pikliutaqa,it is mine now,
1435,DEF,angyaq,boat,
1436,DEF,angyaqliutaa,"he has taken possession of it, claiming it as his boat (even if it doesn’t really belong to him)",
1437,DEF,"–knaggair- to take away all N from (it) # HBC; < -?-ir–knaggairute- to have come to totally lack N # HBC; < -?-I:rute–knaggaite- to totally lack N # HBC; < -?-ite1Kemeknaggaunan’ qainga-gguq-gga, kumelriatun ta¥ga ciyanerrlain’, kiliqtallerrlainaq, kemgunani, matarayagarmi.","He was very skinny — completely lacked flesh —; his body was that of one covered with scratches and cuts, skinny and naked.",kya!ut0ui 
1438,DEF,uiksagutaa,she got him as her husband,
1439,DEF,pi,thing,
1440,DEF,piksagutaput,it’s ours now,
1441,DEF,nulirr- (root),wife,
1442,DEF,nuliqsagutaa,"he got her as his wife, she (object) is now his (subject’s) wife",
1443,DEF,[e]nae,house,
1444,DEF,neksagutaqa,I got it as my house,
1445,DEF,yuk,"person, child",
1446,DEF,yuksagutaa,he adopted him,
1449,DEF,angyaq,boat,
1450,DEF,Postbases angyaqsagutaat,"they got it as their boat, it (object) is now their (subjects’) boat",
1451,DEF,Imna akiliqurallni ena neksagutaa.,The house that he was paying for in installments is his house now.,‘to 
1452,DEF,kiuksaituq,he hasn’t answered yet,
1453,POST,kainge-,to get hungry,
1454,DEF,kaingeksaitua,I haven’t gotten hungry yet,
1455,POST,atur-,to use,
1456,DEF,atuqsaitaqa,I haven’t used it yet,
1457,POST,ayag-,to leave,
1458,DEF,ayaksaitut,they haven’t left yet’; ayaksailnguq the one who hasn’t left,
1459,DEF,Qakingelliniuq aneksailami.,"He is getting pale because he hasn’t been out.’Allanret ’tangeqsaitanka ’qavallruama. I ’haven’t ’seen ’the ’visitors ’because ’I ’was sleeping.’In ’NUN ’this ’postbase ’is ’used, ’in ’the ",‘to 
1460,DEF,aarakaitut (= “aaraksaatut”),don’t shout,you’) 
1461,POST,"–ksaitelar- (K, BB form), –ksaitlar- (Y form) to have never V-ed # < -ksaite-larullag-",to approach,
1462,DEF,ullaksaitelaraa,he has never approached him,
1463,POST,narulkar-,to spear,
1464,DEF,narulkaqsaitelaranka,I have never speared them,
1465,DEF,"{-ksig- see -qsig-} {-ksigi- see -qsigi-} @ksuar(aq*) small N # used only with bases ending in te; drops te; for other bases, -cuar(aq*) is used instead; this postbase is the nominal counterpart of the following postbase; cf. –kcuar(aq*) egan",pot,
1466,DEF,tengssuun,airplane,
1467,DEF,egaksuar,small pot’tengssuuksuaraat small airplanes,
1468,DEF,"Tua-i kiugkuk kiigkenka umyuaqertak, kiugkuk ipuuksuaraak.","Then he remembered those two in there, those little ladles back there.",‘to 
1469,DEF,nereksuartuq,he is nibbling,
1470,POST,qaner-,to speak,
1471,DEF,"qaneqsuartuq, qaneksuartuq",he is whispering,
1472,POST,aqvaqur-,to run,
1473,DEF,"aqvaquqsuartuq, aqvaquksuartuq",he is trotting along,
1477,POST,@–ksugte- to V in a small way # the k of this postbase remain k even with r-final bases; drop base-final te and a fricative preceding a base final te; non-productive. cungite-,"to whine, whimper",
1478,DEF,cungiksugtuq,he is whimpering while fussing,
1479,POST,teggigte-,to giggle,
1480,DEF,teggiksugtuq,he is giggling softly,
1481,POST,qia-,to cry,
1482,DEF,qiaksugtuq,he’s crying softly,
1483,POST,qallate-,to boil,
1484,DEF,qallaksugtuq,it is simmering,
1485,POST,qaner-,to speak,
1486,DEF,qaneksugtuq,"he’s mumbling, grumbling, wondering, speaking in a small way",
1487,DEF,"{-ktaq see -qtaq} {-ktarar(ar)- see -qtarar(ar)-} ?ku (future) # places certain time-related words in the future; the resulting words function as adverbs, but can enter into combinations with a limited number of suffixes; non-productive; cf. vialis case ending -kun; < PE pb. ku unuk","night, last night",
1488,DEF,unuku,tonight’; unuaku tomorrow morning,
1489,DEF,kiak,"summer, last summer",
1490,DEF,kiaku,next summer,
1491,DEF,uksuq,winter,
1492,DEF,uksuqu,next winter,
1493,DEF,atata,later,
1494,DEF,atataku,even later,
1495,DEF,wani,now,
1496,DEF,waniku,soon,
1497,DEF,uumi,last time,
1498,DEF,uumiku,next time,
1499,DEF,icivaq,some time ago,
1500,DEF,icivaqu,some time from now,
1501,DEF,unuaq,this morning,
1502,DEF,unuaqu,tomorrow,
1503,DEF,from yaa(ni),over there,
1504,DEF,yaaliaku,two days/years hence,meaning) 
1505,DEF,amatii,away from it,
1506,DEF,amatiiku,three days/years hence,meaning) 
1508,DEF,ataku,this evening,
1510,DEF,allamiku,next year,
1512,DEF,qaku,when?,future) 
1513,DEF,Unuaqu unuakumi ayagciqua.,Tomorrow in the morning I shall leave.’Anngami ’ayallran ’unuaquani ’tekitellruuq. He ’arrived ’the ’day ’after ’his ’brother left.’Unuaquaqan ’manalartuq. He ’fishes ’every day.,fish 
1514,DEF,arucetaarkuaq,"uneaten, leftover dried fish skin’; arucetaarkuara the dried fish skin that he did not eat",
1515,DEF,ila,part,
1516,DEF,ilakuaq,a leftover,
1520,DEF,iquk,end,
1521,DEF,iqugkuaq,cigarette butt,
1522,DEF,neqerrluk,dried fish,
1523,DEF,neqerrlugkuaq,leftover dried fish,
1524,DEF,eneq,bone,
1525,DEF,enerkuaq,bone,food 
1526,DEF,"?kuar- to go by way of N, over N # takes intransitive endings only; cf. vialis case ending %kun; cf. ?kuir-; < PE pb. k(k)u(C)a3 nuna",land,
1527,DEF,nunakuartuq,he is going by land’; nunakuarcuun automobile,(lexicalized) 
1528,DEF,imarpik,sea,
1529,DEF,imarpigkuartuq,he is going by sea,
1530,DEF,nanvaq,lake,
1531,DEF,nanvakuartuq,he went by the lake,
1532,DEF,"–kuciq one of the same kind as N # used primarily but not exclusively with demonstrative pronoun bases; if used with a possessed ending, the possessor possesses the embedded noun; k of this postbase remains k even if the base ends in r; < ? (perhaps ultimately the non-singular indicator for demonstrative pronouns) –ciq im(na)",the aforementioned one,
1533,DEF,imkuciq,a thing of the same kind as the one known to speaker and listener,
1534,DEF,ma(n’a),the one here,
1535,DEF,makuciq,this kind of thing,
1536,DEF,tau(na),that one,
1537,DEF,taukuciq,that kind of thing,
1538,DEF,angyaq,boat,
1539,DEF,angyakucin,a boat of the same kind as yours,
1540,DEF,ca,what,
1541,DEF,cakuciq,what kind’; cakuciuga? what kind is it?,
1542,DEF,Cakucimek qimugtengqercit?,What kind of dog do you have?’Nek’ucivnek ’kipuciiqua. I ’shall ’buy ’the ’same ’kind ’of ’house ’as yours.,‘to 
1543,DEF,atukugtaqa,I am planning to use it,
1544,POST,ca-,to do what?,
1545,DEF,cakugcit?,what are you going to do?’; what do you plan to do?,
1546,POST,ayag-,to leave,
1547,DEF,ayakugtua,I am planning to leave,
1548,POST,qavar-,to sleep,
1549,DEF,qavakugtuq,he is about to sleep,
1550,DEF,"Tua-llu tua-i utertekuggluteng piinanermeggni tamana imna taukut unuucaten, qavarngariata ikegkut, arvirluteng.","And then, while they were thinking about going home, as soon as night came upon them, when everyone seemed to be asleep over acrosss there, they crossed over.",tuntuvak 
1551,DEF,"tuntuvakuiner, tuntuvakuineq","a little bit of moose meat’; tuntuvakuinraat, tuntuvakuineraat, tuntuvakuinret little pieces of moose meat",
1552,DEF,kuuvviaq,coffee,
1553,DEF,"kuuvviakuiner, kuuvviakuineq",a little coffee,
1557,DEF,Enquinermek nalkutaqamek a¥g’araqluku. Enrinqegcaartuluku.,"When they found the tiniest bone, they would remove it. They carefully debone it.",k(k)u(C)a3kuik 
1558,DEF,kuigkuirtuq,he is going by the river,
1559,DEF,nuna,land,
1560,DEF,nunakuirtuq,he is going on land,
1561,DEF,–kuna- to plan to V # k of this postbase remains k even if the base ends in r; used in the subordinative mood or another non-indicative mood; < -?-na . . . qanrucimallruniluki umyuarteqesqevkenaki wall’u qanresqevkenaki angalkikunaluki.,. . . told them that they were not to even think or talk about his plans to shamanize.,‘to 
1562,DEF,calikunayaaquq,he is considering working,
1563,POST,yurar-,to dance,
1564,DEF,yurakunayaaquq,he is thinking about dancing,
1565,POST,kipute-,to buy,
1566,DEF,kiputekunayaaqaa,he is considering buying it,
1567,DEF,Ayakunayaaqerraarlua-am taqiunga.,I considered leaving but changed my mind.,‘to 
1568,DEF,pikutagaa,maybe he will act on it,
1569,POST,nere-,to eat,
1570,DEF,nerkutagaa,maybe he will eat it,
1571,POST,ayag-,to leave,
1572,DEF,ayakutagtuq,maybe he will leave,
1573,POST,qavar-,to sleep,
1574,DEF,qavakutagtuq,perhaps he will sleep,
1575,POST,pinir-,to be good,(NUN) 
1576,DEF,pinikugtuq,it probably is good,usage) 
1580,DEF,"–kutaq, –kun thing to be used as N would be used; small N # only marginally productive; < -ke2-taq1; < PE pb. q(q)un ila","part of, one of, relative, kin",
1581,DEF,ilakutaq,"relative, kin",(specifically) 
1582,DEF,qanak,roof board,
1583,DEF,qanakutaq,tarpaulin,
1584,DEF,napa(q),"tree, pole",
1585,DEF,napaqutaq,support post,
1586,DEF,kicaq,anchor,
1587,DEF,kicaqutaq,net sinker,
1588,DEF,ulik,blanket,
1589,DEF,ulikutaq,shawl,
1590,DEF,patu,cover,
1591,DEF,patukutaq,"tarpaulin’, curtain’, veil",
1592,DEF,angyaq,boat,
1593,DEF,angyaqutaq,"something used as a boat, such as a block of ice used as a raft to cross water",
1594,DEF,nalik,cover,
1595,DEF,nalikutaq,shawl,
1596,DEF,ciru,cover,
1597,DEF,cirukutaq,"something used as temporary cover to, for example, keep rain off one’s body",
1598,DEF,qilak,"sky, ceiling",
1599,DEF,qilakutaq,"canopy, awning",
1600,DEF,talliq,arm,
1601,DEF,talliqutaq,mountain spur,(lexicalized) 
1602,POST,"Also, irregularly (and lexicalized): kenurte-",to throw light on,
1603,DEF,kenurqutaq,flashlight,
1604,POST,kallagte-,to rattle,
1605,DEF,kallakutaq,ptarmigan craw,
1606,DEF,cf. PE p0@u,leaf,
1607,DEF,"pellukutaq, pelluqutaq",leaf of coltsfoot plant’; any leaf,meaning) 
1608,POST,pugta-,to float,
1609,DEF,pugtaqutaq,net float,
1610,POST,"eke-, ekua-",to burn,
1611,DEF,"ekqutaq (or ekqun), ekuanqutaq (or ekuanqun)",kindling,
1612,DEF,atsaq,berry,
1613,DEF,atsakutak,salmonberry leaf and stem,(NUN) 
1614,DEF,aunr(aq),crowberry,
1615,DEF,paunerqutaq,crowberry leaf,(NUN) 
1616,POST,–kutar(ar)- to plan to V # k of this postbase remains k even if the base ends in r; NUN; < PE pb. kuta3ayag-,to leave,
1617,DEF,ayakuta’artuq,he is planning to leave’; ayakutarallruuq he was planning to leave,
1618,POST,atur-,to use,
1619,DEF,atukutararaa,he is planning to use it,
1620,DEF,"–kuyuk, –kuyugaq small bit of N; poor N # k of this postbase remains k even if the base ends in r; < PE pb. k(k)uyu! neqae","food, fish",
1621,DEF,neqkuyuk,"a small, bad piece of fish",
1622,DEF,elicarista,teacher,
1623,DEF,elicaristekuyuka,my not-so-good teacher,
1624,DEF,meq,water,
1625,DEF,mek’uyugaq,a little bit of water,
1626,DEF,ataneq,"master, lord, boss",
1627,DEF,atanekuyuk,chief,
1628,DEF,aipaq,"partner, other of pair",
1629,DEF,aipaquyuk,"placenta, afterbirth",NUN 
1630,DEF,qamiquq,head,
1631,DEF,qamiqukuyuk,skull,
1636,POST,L –laag- to V quickly; to V in a hurry # < PE pb. @@a!nere-,to eat,
1637,DEF,nerlaagtuq,he is eating in a hurry,
1638,POST,melug-,to smoke,
1639,DEF,melulaagaa,he is smoking it quickly,
1640,POST,makete-,to get up,
1641,DEF,maktelaagtuq,he got up quickly,
1642,POST,kegge-,to bite,
1643,DEF,kegg’laagaa,he bit it quickly,
1644,DEF,". . . umyuaqercamiu imna naunraq aqvalaagluku, aanii apcani caucianek una.",". . . when she remembered that plant, she quickly fetched it and asked her mother what it was.",angyaq 
1645,DEF,angyalaa’rtuq,he got a new boat’; angyalaarallruuq he has gotten a new boat,
1646,DEF,qayaq,kayak,
1647,DEF,qayalaa’rtuq,he got a new kayak,
1648,DEF,ateq,name,
1649,DEF,at’laa’rtuq,he got a new name,
1650,DEF,"{-lainaq see -rrlainaq} {-lak see -rrlak} ~+lallru- (Y, UK, NI form), @~+lallru- (NS form), –lallru- (NI, CAN, K, BB, NR, LI, EG form) to formerly, regularly have V-ed # < -lar-llruAngyalilallruuq.",He used to make boats.’Nerlallruyaaqanka. I ’used ’to ’eat ’them ,a 
1651,DEF,qayalilartuq,he builds kayaks,
1652,POST,nere-,to eat,
1653,DEF,nerlarai,he eats them,(customarily) 
1654,POST,aurre-,to crawl,
1655,DEF,"aurrlartuq (NS, Y form), aurrelartuq (K, BB form)",he crawls,crawling’) 
1656,POST,kipute-,to buy,
1657,DEF,"kiputlarai (Y form), kipullarai (NS form), kiputelarai (K, BB form)",he generally buys them,
1661,POST,ce÷irte-,to visit,
1662,DEF,"ce÷irtellarai (Y form), ce÷irrlarai (NS form), ce÷irtelarai (K, BB form)",he regularly visits them,
1663,POST,kuimar-,to swim,
1664,DEF,"kuimarlartuq (Y, NS form), kuimalartuq (K, BB form)",he swims,swimming’) 
1665,POST,pi-,"to do, say",
1666,DEF,camek una pilartatgu?,what do they call this?,
1667,DEF,Nani uitalarcit?,Where do you live — regularly stay?’Natmun ’meq ’pilarciu? Where ’do ’you ’usually ’put ’the water?,"‘feathers, "
1668,DEF,melqulek,furbearing animal’; melqulget furbearers’; nunam melqulgi the furbearers of the land’; melqulegcurta trapper,(lexicalized) 
1669,DEF,qengarpak,big nose,
1670,DEF,qengarpalek,one with a big nose,
1671,DEF,tuunraq,shaman’s familiar spirit,
1672,DEF,tuunralek,"shaman, one with a helping spirit",
1673,DEF,"yaquq, caquq",wing,
1674,DEF,yaqulek,"one with wings, bird,angel",meaning) 
1675,DEF,qulugneq,hump on back,
1676,DEF,ungungssiq qulugnelek,camel,hump’) 
1677,DEF,umyuaq,mind,
1678,DEF,malrugnek umyualgek,hypocrite,minds’) 
1679,DEF,ciruneq,antler,
1680,DEF,cirunelek,one with antlers’; caribou,(lexicalized) 
1681,DEF,tuntu,caribou; reindeer,
1682,DEF,tuntulek,reindeer herder,(lexicalized) 
1683,DEF,Kituuga arnacuar nuyarpalek?,Who is the little woman with the long hair — the one having long hair?’At’lek ’Mecaq’amek ’anngaqaqa. The ’one ’with ’the ’name ’Mecaq’aq ’is ’my ’older brother.,in 
1684,DEF,teguleraa,he grabbed it’; he manhandled him,
1685,POST,qaner-,to speak,
1686,DEF,"qanlertuq, qanerlertuq",he spoke sharply or angrily,
1687,POST,nuteg-,to shoot,
1688,DEF,"nut’lertuq, nuteglertuq",he suddenly shot,
1689,POST,nere-,to eat,
1690,DEF,nerleraa,he gobbled it down,
1694,POST,"Also, irregularly: kegge-",to bite,
1695,DEF,kegleraa (rather than *keggleraa),it suddenly bit him,
1696,POST,aurre-,to crawl,
1697,DEF,aurlertuq,he suddenly crawled,
1698,POST,iqmig-,to put in one’s mouth,
1699,DEF,iqemleraa (also regularly iqmilraa),he popped it in his mouth,
1700,POST,negte-,to press down,
1701,DEF,negleraa,he clamped down on it,
1702,POST,uirre-,to fight,animals) 
1703,DEF,uirleraa,it suddenly mauled him’; it growled or snarled at him,
1704,POST,"–leryag- (K, BB form), ~+leryag- (Y form) to V abruptly; to V in a huff # < -ler-?ane-",to go out,
1705,DEF,anleryagtuq,he went out in a huff,
1706,POST,taq’i-,to change one’s mind,
1707,DEF,taq’ileryagtuq,he abruptly and angrily changed his mind,
1708,POST,iter-,to come in,
1709,DEF,"it’leryagtuq, iterleryagtuq",he rushed in,
1710,POST,ca-,to do something,
1711,DEF,caleryagtuq,he acted abruptly,
1712,DEF,Caleryagaluni aturanek qemagciuq qenertelliami.,"He put the clothes away (acting) in a huff, apparently in anger.",‘to 
1713,DEF,quulertuq,it is sour’; quulerrluni being sour,
1714,POST,puya-,to be rancid,
1715,DEF,puyalertuq,it is rancid,puyauq) 
1717,DEF,qevlertuq,it is shining,
1718,POST,qalla-,to boil,
1719,DEF,qallalertuq,it is gurgling,
1720,DEF,–lgir- to take along N # < -lek-?-lirqimugta,dog,
1721,DEF,qimugtelgirtuq,he is taking along a dog or dogs’; qimugtelgiraa he is taking along a dog for her,
1722,DEF,qayaq,kayak,
1723,DEF,qayalgirtuq,he is taking a kayak along with him,
1724,POST,"Also, non-productively with certain verb bases: utaqa-",to wait,
1725,POST,utaqalgir-,to wait for something to occur,
1726,POST,aqva-,to go get,
1727,POST,aqvalgir-,to retrieve (something),
1728,DEF,Irnialgirluni tekituq.,"He arrived alongwith his children.’Kitaki, ’angayuqaagpet ’neqkalgiraakuk, ’akutaturnaurtukuk. Okay, ’your ’parents ’have ’carried ’food ’along ’for ’us, ’so ’let’s ’eat ’Eskimo ’ice cream.",‘to 
1729,DEF,kuimalguuq,he always swims’; he can swim,meaning) 
1730,POST,atur-,to use,
1731,DEF,atulguaqa,I always use it’; I can use it,meaning) 
1732,POST,–lguir- to cease being able to V # NS; <-lgu-ir2kuimar-,to swim,
1733,DEF,kuimalguirtuq,he ceased being able to swim,
1737,POST,–lguirute- to be no longer able to V # NS; < -lgu-i:rutekuimar-,to swim,
1738,DEF,kuimalguirutuq,he can no longer swim,
1739,POST,–lguite- to be unable to V # NS; < -lgu-ite1kuimar-,to swim,
1740,DEF,kuimalguituq,he cannot swim,
1741,DEF,–lgun one who has the same N as possessor; sharer of N # takes possessed endings or non-singular unpossessed endings; < -lek-u-n; cf. –llgun nuna,land,
1742,DEF,[e]nae,house,verbs): 
1743,DEF,nunalgutii,"one from the same village or land that he is from, his fellow villager, his countryman’; nunalgutet people from the same village’nelgutenka those ’who ’live ’in ’the ’same ’house ’as ’I do",
1744,POST,ane-,to emerge,birth) 
1745,DEF,anelgutai,"its littermates, his age-mates",
1746,POST,yuu-,to live,
1747,DEF,yuulgun,age-mate; peer,
1748,DEF,Ingna arnaq nunalgutkaqa.,That woman is from my village — I have her as my co-villager.,‘to 
1749,DEF,kuimalguriuq,he has become able to swim,
1750,POST,"+li1, +liq one who is V; one who Vs; one having V; one similar to N # used regularly rather than -lria on bases expanded by -tu-, -yu-, -yunqegg-, and -ngar-, and non-productively on other verbs and nouns (as shown below); > -ngarli, -yunqeggli, -tuli, -yuli, -keggliq keggsu-",to tend to bite,
1751,DEF,keggsuli,one that tends to bite’; in some areas specifically pike,
1752,POST,usvitu-,to be wise,
1753,DEF,usvituli,wise one,
1754,POST,"navtu-, nav’tu-",to be breakable,
1755,DEF,"navtuli, nav’tuli","fragile, breakable thing",
1756,POST,imartu-,to have a lot of contents,
1757,DEF,imartuli,one with a lot of contents,
1758,POST,yurayu-,to dance well,
1759,DEF,yurayuli,a good dancer,
1760,POST,neryunqegg-,to love to eat,
1761,DEF,neryunqeggli,one who loves to eat,
1762,POST,pic’u-,to be good at catching game,
1763,DEF,pic’uli,a good hunter,
1764,POST,miluquyu-,to be good at throwing,
1765,DEF,miluquyuli,"legendary creature that throws heavy things, often identified as an ape or monkey",
1766,POST,yugtutu-,to customarily eat people,
1767,DEF,yugtutuli,"man-eater, cannibal, lion",(lexicalized) 
1768,POST,tevyu-,to be good at portaging,
1769,DEF,tevyuli,muskrat,(lexicalized) 
1771,POST,Postbases tertu-,to be well endowed with a rear end,
1772,DEF,tertuli,lynx,(lexicalized) 
1773,POST,iqlungar-,to tend to lie,
1774,DEF,iqlungarli,liar,
1775,POST,teglengar-,to tend to steal,
1776,DEF,teglengarli,thief,
1778,POST,"Also, from bases not formed with one of the postbases mentioned above: puqig-","to be intelligent, knowledgeable",
1779,DEF,puqigli,"intelligent person, knowledgeable person",
1780,POST,kayu-,to be strong,
1781,DEF,kayuli,strong person,
1782,POST,uqila-,to run fast,
1783,DEF,uqilali,fast runner,
1784,POST,alingtar-,to be cowardly,
1785,DEF,alingtarli,coward,
1786,POST,qennga-,to be quick to anger,
1787,DEF,qenngali,one who angers easily,
1788,POST,qiur-,to be bluish,
1789,DEF,qiurliq (also qiugliq),blue thing,
1790,DEF,cungak,bile,
1791,DEF,cungagliq,green thing,
1792,DEF,esiq,egg yolk,
1793,DEF,esirliq,yellow thing,
1794,DEF,kavir- (root),red,
1795,DEF,kavirliq,red thing,
1796,POST,qater-,to be white,
1797,DEF,qaterliq,white thing,
1798,DEF,uquq,oil,
1799,DEF,uqurliq,silver salmon,(lexicalized) 
1800,DEF,tan’geq,darkness,
1801,DEF,tan’gerliq,black bear,(lexicalized) 
1802,POST,elngur-,to be tough,
1803,DEF,elngurliq,strong sewing thread,(lexicalized) 
1804,POST,tumag-,to taste dry and bitter,
1805,DEF,tumagliq,cranberry,(lexicalized) 
1806,POST,tegge-,to be hard,
1807,DEF,teggliq,"metal, bead",(lexicalized) 
1808,POST,tukur-,to be wealthy,
1809,DEF,tukurliq,wealthy person,
1810,DEF,"The following postbases, -li-, -liaq, –linqigte-, -linraq*, -liqe-1, -liqe-2, -lir-, -liur-, -liyar-, start with li and drop the final consonant of the base to which they are attached. With such postbases it is generally permissible to delete the l of the postbase and the preceding vowel after the postbase has been attached. For example, angyaliuq","he is making a boat’can ’be ’shortened ’to ’angyiuq. ’In ’some ’cases, ’however, ’the ’shortened ’form ’is ’not ’acceptable ’to ’all ’speakers. ’In ’other ’cases ’the ’shortened ’form ’is ’preferred ’to ’the ’longer ’form, ’and ’in ’some ’cases ’the ’shortened ’form ’has ’acquired ’a ’meaning ’slightly ’different ’from ’that ’of ’the ’longer ’form. ’This ’is ’particularly ’true ’of ",angyaq 
1811,DEF,angyaliuq or angyiuq,"he is making a boat’; angyalia or angyia he is making a boat for her, he is making a boat out of it",
1812,DEF,"[e]nae, enae",house,
1813,DEF,"neliuq, enliuq",he is making a house,
1814,DEF,tengssuun,airplane,
1815,DEF,tengssuuteliuq or tengssuuciuq,he is making an airplane,
1816,DEF,kuuvviaq,coffee,
1817,DEF,kuuvvialiuq or kuuvviiguq,he is making coffee,
1820,DEF,Postbases quliraq,legend,
1821,DEF,quliriuq (prefered to quliraliuq),he is telling a legend,
1822,DEF,maqaq,warmth,
1823,DEF,maqiuq,he is taking a steambath,(lexicalized) 
1824,DEF,kayanguq,egg,
1825,DEF,kayangiuq,it is laying an egg,
1826,DEF,igaruaq,"representative of something, drawing",
1827,POST,yaarui-,to draw with a story knife,igarui-) 
1828,DEF,"Also, with irregular form and meaning: neqae",fish,
1829,DEF,neqliuq,he is preparing fish for winter,fish’) 
1830,DEF,Una mikelnguq qaspeliciqaqa.,"I will make a cloth cover parka for this child.’Una ’lumarraq ’qaspeliciqaqa. I ’will ’make ’a ’cloth ’cover ’parka ’out ’of ’this cloth.’Naucetaarviliqatarniluni ’aqvai ’elagcuutet. Saying ’that ’she ’was ’going ’to ’make ’a ’garden, ’she ’went ’to ’get ’the ’digging tools.’Cali-llu ’taum ’qanemcikestellran ’pillermini ’neq’lillruniluku ’iqalluarpagnek, ",pi 
1831,DEF,piliaqa,"the thing I made’; piliaqaqa it is the thing I made, I made it",
1832,DEF,angyaq,boat,
1833,DEF,angyalian or angyian,the boat you made,not) 
1834,DEF,ca,"thing, act",
1835,DEF,caliaq,"something done, completed task, job",
1836,DEF,ciu,"front, predecessor",
1837,DEF,ciuliaq,ancestor,(lexicalized) 
1838,DEF,agayun,god,
1839,DEF,agayut’liaq,idol,
